mV,log |µA/cm2|
1.07E+03,1.676459485
1.08E+03,1.674528912
1.08E+03,1.679509296
1.08E+03,1.685485653
1.08E+03,1.677735397
1.08E+03,1.682915198
1.08E+03,1.688446164
1.08E+03,1.692198606
1.08E+03,1.696554529
1.08E+03,1.72358512
1.08E+03,1.731107713
1.08E+03,1.738471053
1.08E+03,1.748246265
1.08E+03,1.759985406
1.08E+03,1.765170358
1.08E+03,1.769433382
1.08E+03,1.77703745
1.09E+03,1.775473331
1.09E+03,1.782880569
1.09E+03,1.77743777
1.09E+03,1.776005465
1.09E+03,1.778725442
1.09E+03,1.761199898
1.09E+03,1.751972497
1.09E+03,1.739677781
1.09E+03,1.710472613
1.09E+03,1.709885849
1.09E+03,1.695157411
1.09E+03,1.684816019
1.09E+03,1.692121315
1.09E+03,1.689719956
1.09E+03,1.676878077
1.09E+03,1.687211909
1.09E+03,1.687432371
1.10E+03,1.693837443
1.10E+03,1.701810535
1.10E+03,1.704314505
1.10E+03,1.708378828
1.10E+03,1.710250258
1.10E+03,1.719224524
1.10E+03,1.718875287
1.10E+03,1.726857478
1.10E+03,1.732189835
1.10E+03,1.737113174
1.10E+03,1.747248159
1.10E+03,1.751563074
1.10E+03,1.757293061
1.10E+03,1.763564775
1.10E+03,1.759417468
1.10E+03,1.762555234
1.10E+03,1.763497251
1.11E+03,1.751396979
1.11E+03,1.757468911
1.11E+03,1.764635449
1.11E+03,1.777696523
1.11E+03,1.788082989
1.11E+03,1.79406156
1.11E+03,1.80147149
1.11E+03,1.808170986
1.11E+03,1.816659679
1.11E+03,1.827192352
1.11E+03,1.83460551
1.11E+03,1.836206916
1.11E+03,1.840976071
1.11E+03,1.850723103
1.11E+03,1.858987259
1.11E+03,1.857506421
1.12E+03,1.851562615
1.12E+03,1.855067606
1.12E+03,1.859822658
1.12E+03,1.863333509
1.12E+03,1.875463176
1.12E+03,1.904132886
1.12E+03,1.921188962
1.12E+03,1.923687312
1.12E+03,1.927586892
1.12E+03,1.930646294
1.12E+03,1.932350156
1.12E+03,1.932018125
1.12E+03,1.931291495
1.12E+03,1.937151646
1.12E+03,1.944957866
1.12E+03,1.944653445
1.12E+03,1.945147423
1.13E+03,1.945180289
1.13E+03,1.954763447
1.13E+03,1.963369759
1.13E+03,1.957706105
1.13E+03,1.956477803
1.13E+03,1.95915062
1.13E+03,1.959275466
1.13E+03,1.953889526
1.13E+03,1.951782952
1.13E+03,1.952348141
1.13E+03,1.956311378
1.13E+03,1.954285985
1.13E+03,1.963891054
1.13E+03,1.968716377
1.13E+03,1.964932336
1.13E+03,1.961296389
1.13E+03,1.95947752
1.14E+03,1.963524811
1.14E+03,1.963960189
1.14E+03,1.962335235
1.14E+03,1.960591631
1.14E+03,1.952509696
1.14E+03,1.944148581
1.14E+03,1.942797751
1.14E+03,1.945050141
1.14E+03,1.935030691
1.14E+03,1.926932768
1.14E+03,1.930504938
1.14E+03,1.93625857
1.14E+03,1.941633058
1.14E+03,1.946338764
1.14E+03,1.953704423
1.14E+03,1.959298504
1.14E+03,1.972304316
1.15E+03,1.976965122
1.15E+03,1.98455895
1.15E+03,2.01322665
1.15E+03,2.018969561
1.15E+03,2.014933636
1.15E+03,2.019506772
1.15E+03,2.023589473
1.15E+03,2.01637639
1.15E+03,2.014725457
1.15E+03,2.020170615
1.15E+03,2.023788924
1.15E+03,2.027817089
1.15E+03,2.029478338
1.15E+03,2.026832632
1.15E+03,2.029264026
1.15E+03,2.033544778
1.16E+03,2.038773112
1.16E+03,2.044368831
1.16E+03,2.049333173
1.16E+03,2.054992035
1.16E+03,2.082813365
1.16E+03,2.077082158
1.16E+03,2.081605431
1.16E+03,2.079052024
1.16E+03,2.083026498
1.16E+03,2.088069433
1.16E+03,2.093157526
1.16E+03,2.099483818
1.16E+03,2.104510669
1.16E+03,2.111012689
1.16E+03,2.123307289
1.16E+03,2.133112708
1.16E+03,2.134509875
1.17E+03,2.135761525
1.17E+03,2.138959486
1.17E+03,2.133889715
1.17E+03,2.13599942
1.17E+03,2.120776884
1.17E+03,2.10479531
1.17E+03,2.112418644
1.17E+03,2.117332954
1.17E+03,2.124330081
1.17E+03,2.134593346
1.17E+03,2.136164187
1.17E+03,2.140562719
1.17E+03,2.148503015
1.17E+03,2.152410969
1.17E+03,2.158438789
1.17E+03,2.166018123
1.17E+03,2.173471235
1.18E+03,2.17453631
1.18E+03,2.175918086
1.18E+03,2.181988995
1.18E+03,2.190187096
1.18E+03,2.19225235
1.18E+03,2.197694802
1.18E+03,2.226148107
1.18E+03,2.234036662
1.18E+03,2.239180564
1.18E+03,2.245177688
1.18E+03,2.252800621
1.18E+03,2.261028167
1.18E+03,2.27494026
1.18E+03,2.283433307
1.18E+03,2.287158094
1.18E+03,2.295001379
1.18E+03,2.301788696
1.19E+03,2.306092477
1.19E+03,2.314721476
1.19E+03,2.320568946
1.19E+03,2.328963978
1.19E+03,2.336074903
1.19E+03,2.342993797
1.19E+03,2.348996457
1.19E+03,2.353463244
1.19E+03,2.359126188
1.19E+03,2.366289006
1.19E+03,2.371909577
1.19E+03,2.37819288
1.19E+03,2.383678416
1.19E+03,2.388056775
1.19E+03,2.392140454
1.19E+03,2.39716645
1.20E+03,2.401551656
1.20E+03,2.405090968
1.20E+03,2.413986211
1.20E+03,2.424437155
1.20E+03,2.430838755
1.20E+03,2.438505009
1.20E+03,2.443193808
1.20E+03,2.447832525
1.20E+03,2.451746227
1.20E+03,2.458369788
1.20E+03,2.464379246
1.20E+03,2.468303899
1.20E+03,2.472780869
1.20E+03,2.478123607
1.20E+03,2.484601605
1.20E+03,2.48888491
1.20E+03,2.494114503
1.21E+03,2.497746156
1.21E+03,2.503223824
1.21E+03,2.507450116
1.21E+03,2.50992731
1.21E+03,2.512563268
1.21E+03,2.516075717
1.21E+03,2.519982134
1.21E+03,2.522856161
1.21E+03,2.526171731
1.21E+03,2.528694357
1.21E+03,2.533607992
1.21E+03,2.537759171
1.21E+03,2.542120527
1.21E+03,2.54635953
1.21E+03,2.550323887
1.21E+03,2.554390418
1.21E+03,2.559158109
1.22E+03,2.562802772
1.22E+03,2.566907125
1.22E+03,2.570649399
1.22E+03,2.574933084
1.22E+03,2.578897876
1.22E+03,2.583615746
1.22E+03,2.587550909
1.21E+03,2.59123239
1.21E+03,2.594797703
1.21E+03,2.599175294
1.21E+03,2.604553919
1.21E+03,2.609100398
1.21E+03,2.613321731
1.21E+03,2.617339252
1.21E+03,2.620641604
1.20E+03,2.625041087
1.20E+03,2.628990803
1.20E+03,2.633349261
1.20E+03,2.636786885
1.20E+03,2.640161114
1.20E+03,2.641634909
1.20E+03,2.645537509
1.20E+03,2.65007331
1.19E+03,2.653584689
1.19E+03,2.656014499
1.19E+03,2.659630156
1.19E+03,2.662278616
1.19E+03,2.666008228
1.19E+03,2.667995249
1.19E+03,2.670662502
1.19E+03,2.674360725
1.18E+03,2.677353601
1.18E+03,2.681184866
1.18E+03,2.681893275
1.18E+03,2.687385808
1.18E+03,2.692302521
1.18E+03,2.695902983
1.18E+03,2.700235603
1.18E+03,2.704367267
1.17E+03,2.70932611
1.17E+03,2.714289263
1.17E+03,2.716582907
1.17E+03,2.719811894
1.17E+03,2.7228289
1.17E+03,2.726655092
1.17E+03,2.730429934
1.17E+03,2.735602971
1.16E+03,2.740045855
1.16E+03,2.743436932
1.16E+03,2.748231067
1.16E+03,2.752176642
1.16E+03,2.758924982
1.16E+03,2.763705778
1.16E+03,2.767648678
1.16E+03,2.771722304
1.15E+03,2.776285137
1.15E+03,2.779708657
1.15E+03,2.784626349
1.15E+03,2.786851611
1.15E+03,2.790854723
1.15E+03,2.794914046
1.15E+03,2.79910914
1.15E+03,2.804021946
1.15E+03,2.809596342
1.14E+03,2.81507051
1.14E+03,2.817635036
1.14E+03,2.821048985
1.14E+03,2.824721327
1.14E+03,2.829010026
1.14E+03,2.833076637
1.14E+03,2.835820016
1.14E+03,2.841088359
1.13E+03,2.84756538
1.13E+03,2.852116303
1.13E+03,2.854203986
1.13E+03,2.857178295
1.13E+03,2.857997483
1.13E+03,2.862312278
1.13E+03,2.866208391
1.13E+03,2.870932346
1.12E+03,2.876147435
1.12E+03,2.880290982
1.12E+03,2.884350083
1.12E+03,2.888852438
1.12E+03,2.892618169
1.12E+03,2.89743475
1.12E+03,2.902437458
1.12E+03,2.906854968
1.11E+03,2.910420228
1.11E+03,2.915683538
1.11E+03,2.920903572
1.11E+03,2.925704533
1.11E+03,2.929937419
1.11E+03,2.934225265
1.11E+03,2.939382503
1.11E+03,2.943812009
1.10E+03,2.948088591
1.10E+03,2.951643991
1.10E+03,2.956355415
1.10E+03,2.960668187
1.10E+03,2.964423462
1.10E+03,2.968489907
1.10E+03,2.973297334
1.10E+03,2.977537459
1.10E+03,2.982035021
1.09E+03,2.986680344
1.09E+03,2.991569697
1.09E+03,2.9964974
1.09E+03,3.001841408
1.09E+03,2.999867824
1.09E+03,2.996257369
1.09E+03,2.990668181
1.09E+03,2.98455607
1.08E+03,2.978987937
1.08E+03,2.972342549
1.08E+03,2.965458532
1.08E+03,2.958704278
1.08E+03,2.952794864
1.08E+03,2.947167083
1.08E+03,2.939648923
1.08E+03,2.932277171
1.07E+03,2.92508942
1.07E+03,2.917774563
1.07E+03,2.910098291
1.07E+03,2.901566255
1.07E+03,2.894936594
1.07E+03,2.887590859
1.07E+03,2.878303502
1.07E+03,2.869506295
1.06E+03,2.863182614
1.06E+03,2.855566944
1.06E+03,2.848230512
1.06E+03,2.841658805
1.06E+03,2.832630115
1.06E+03,2.825947607
1.06E+03,2.81957473
1.06E+03,2.812552876
1.05E+03,2.805030424
1.05E+03,2.798243157
1.05E+03,2.790454555
1.05E+03,2.7823259
1.05E+03,2.773498063
1.05E+03,2.765002523
1.05E+03,2.75729815
1.05E+03,2.749350379
1.04E+03,2.739986981
1.04E+03,2.731290216
1.04E+03,2.721288489
1.04E+03,2.711123795
1.04E+03,2.703307976
1.04E+03,2.694518682
1.04E+03,2.685319327
1.04E+03,2.67791924
1.04E+03,2.669035847
1.03E+03,2.66028752
1.03E+03,2.652373612
1.03E+03,2.643067662
1.03E+03,2.634138671
1.03E+03,2.625442205
1.03E+03,2.617429703
1.03E+03,2.609505407
1.03E+03,2.602700429
1.02E+03,2.594715444
1.02E+03,2.585668915
1.02E+03,2.575909952
1.02E+03,2.572562609
1.02E+03,2.566484985
1.02E+03,2.560304008
1.02E+03,2.55574806
1.02E+03,2.54939199
1.01E+03,2.540462746
1.01E+03,2.531868841
1.01E+03,2.523327964
1.01E+03,2.515651476
1.01E+03,2.504837853
1.01E+03,2.496864084
1.01E+03,2.490211533
1.01E+03,2.481114849
1.00E+03,2.469673594
1.00E+03,2.460202415
1.00E+03,2.451493226
1.00E+03,2.441240499
1.00E+03,2.432386208
9.98E+02,2.422818088
9.97E+02,2.412775444
9.96E+02,2.401446036
9.95E+02,2.387722184
9.93E+02,2.377238478
9.92E+02,2.370381134
9.91E+02,2.360919674
9.90E+02,2.350287568
9.89E+02,2.341033879
9.87E+02,2.331967551
9.86E+02,2.321728886
9.85E+02,2.309667209
9.84E+02,2.292959679
9.83E+02,2.284239151
9.81E+02,2.274060353
9.80E+02,2.264691529
9.79E+02,2.25622257
9.78E+02,2.245692517
9.77E+02,2.23614259
9.75E+02,2.225868334
9.74E+02,2.215168653
9.73E+02,2.205212487
9.72E+02,2.195638721
9.70E+02,2.179162418
9.69E+02,2.168287946
9.68E+02,2.158073771
9.67E+02,2.147406081
9.65E+02,2.137942795
9.64E+02,2.128366954
9.63E+02,2.118510746
9.62E+02,2.108736475
9.61E+02,2.09797152
9.59E+02,2.087157203
9.58E+02,2.078102132
9.57E+02,2.067729427
9.56E+02,2.057699568
9.54E+02,2.048746635
9.53E+02,2.039505728
9.52E+02,2.030186278
9.51E+02,2.019773261
9.50E+02,2.009935064
9.48E+02,1.999980239
9.47E+02,1.988228428
9.46E+02,1.977680311
9.45E+02,1.965717936
9.44E+02,1.953852869
9.42E+02,1.944397187
9.41E+02,1.933216149
9.40E+02,1.923075399
9.39E+02,1.912733181
9.37E+02,1.899144742
9.36E+02,1.890864589
9.35E+02,1.88002217
9.34E+02,1.869930254
9.33E+02,1.860138665
9.31E+02,1.850196517
9.30E+02,1.840432634
9.29E+02,1.834244534
9.28E+02,1.824964378
9.27E+02,1.813961213
9.25E+02,1.80351768
9.24E+02,1.797854238
9.23E+02,1.789512037
9.22E+02,1.781871793
9.20E+02,1.773215638
9.19E+02,1.764399053
9.18E+02,1.753196541
9.17E+02,1.72994242
9.16E+02,1.720020721
9.14E+02,1.710188218
9.13E+02,1.700049707
9.12E+02,1.692423518
9.11E+02,1.681896708
9.09E+02,1.672101739
9.08E+02,1.664422987
9.07E+02,1.653845639
9.06E+02,1.645685223
9.04E+02,1.6357775
9.03E+02,1.629274906
9.02E+02,1.61933484
9.01E+02,1.613270523
9.00E+02,1.592181978
8.98E+02,1.584113231
8.97E+02,1.573570555
8.96E+02,1.56759164
8.95E+02,1.555608886
8.93E+02,1.554572619
8.92E+02,1.535311846
8.91E+02,1.540783307
8.90E+02,1.531080205
8.89E+02,1.520484319
8.87E+02,1.507393547
8.86E+02,1.487189865
8.85E+02,1.439872778
8.84E+02,1.425886046
8.83E+02,1.415729531
8.81E+02,1.398585412
8.80E+02,1.384736815
8.79E+02,1.377140627
8.78E+02,1.369712414
8.76E+02,1.362438553
8.75E+02,1.354571696
8.74E+02,1.351239752
8.73E+02,1.349914608
8.71E+02,1.350231732
8.70E+02,1.338777116
8.69E+02,1.333369679
8.68E+02,1.33277082
8.67E+02,1.324390707
8.65E+02,1.339650952
8.64E+02,1.319107934
8.63E+02,1.332398463
8.62E+02,1.330170582
8.61E+02,1.325484671
8.59E+02,1.319782906
8.58E+02,1.314991136
8.57E+02,1.310184816
8.56E+02,1.307537754
8.54E+02,1.306330223
8.53E+02,1.309235504
8.52E+02,1.378366463
8.51E+02,1.345281372
8.50E+02,1.319780202
8.48E+02,1.310062331
8.47E+02,1.305017996
8.46E+02,1.291963267
8.45E+02,1.285359244
8.43E+02,1.263646482
8.42E+02,1.244529705
8.41E+02,1.235046416
8.40E+02,1.231694326
8.39E+02,1.227697784
8.37E+02,1.225138115
8.36E+02,1.227354689
8.35E+02,1.215822027
8.34E+02,1.209420103
8.33E+02,1.210540828
8.31E+02,1.205024815
8.30E+02,1.201424711
8.29E+02,1.207310882
8.28E+02,1.20311805
8.26E+02,1.195185938
8.25E+02,1.187550895
8.24E+02,1.184174796
8.23E+02,1.179022388
8.21E+02,1.170858753
8.20E+02,1.16875757
8.19E+02,1.16404398
8.18E+02,1.157091227
8.17E+02,1.150267238
8.15E+02,1.145463056
8.14E+02,1.139177354
8.13E+02,1.137232543
8.12E+02,1.132263533
8.11E+02,1.129018924
8.09E+02,1.12290234
8.08E+02,1.121648138
8.07E+02,1.119087881
8.06E+02,1.118915515
8.04E+02,1.10891935
8.03E+02,1.104640043
8.02E+02,1.102579475
8.01E+02,1.093395767
8.00E+02,1.087710804
7.98E+02,1.088042484
7.97E+02,1.084662771
7.96E+02,1.080781564
7.95E+02,1.077956983
7.93E+02,1.074350823
7.92E+02,1.070924769
7.91E+02,1.065197906
7.90E+02,1.06167447
7.89E+02,1.05905992
7.87E+02,1.054519215
7.86E+02,1.047792985
7.85E+02,1.04529559
7.84E+02,1.040990974
7.82E+02,1.036926174
7.81E+02,1.031440783
7.80E+02,1.028166455
7.79E+02,1.024348133
7.78E+02,1.029054076
7.76E+02,1.022620936
7.75E+02,1.005398892
7.74E+02,0.984254004
7.73E+02,0.933922377
7.72E+02,0.611823322
7.70E+02,0.583974142
7.69E+02,0.555493598
7.68E+02,0.535957337
7.67E+02,0.525591156
7.65E+02,0.514129194
7.64E+02,0.504126825
7.63E+02,0.504228161
7.62E+02,0.498006027
7.60E+02,0.49433106
7.59E+02,0.487140073
7.58E+02,0.483354755
7.57E+02,0.478433301
7.56E+02,0.477575434
7.54E+02,0.478538936
7.53E+02,0.475413876
7.52E+02,0.472072592
7.51E+02,0.471419046
7.50E+02,0.465493047
7.48E+02,0.461050045
7.47E+02,0.456291012
7.46E+02,0.454200255
7.45E+02,0.449841111
7.43E+02,0.445987427
7.42E+02,0.437761341
7.41E+02,0.437520992
7.40E+02,0.430341326
7.39E+02,0.423071138
7.37E+02,0.414742777
7.36E+02,0.411458078
7.35E+02,0.400767078
7.34E+02,0.407662275
7.32E+02,0.399616446
7.31E+02,0.399170444
7.30E+02,0.401177649
7.29E+02,0.388289343
7.28E+02,0.379688326
7.26E+02,0.37797885
7.25E+02,0.376093124
7.24E+02,0.376572943
7.23E+02,0.373257277
7.22E+02,0.364264248
7.20E+02,0.356055319
7.19E+02,0.359281166
7.18E+02,0.358948161
7.17E+02,0.346746205
7.15E+02,0.349975529
7.14E+02,0.348407095
7.13E+02,0.344547295
7.12E+02,0.337572463
7.11E+02,0.32618752
7.09E+02,0.330364456
7.08E+02,0.328608924
7.07E+02,0.322513481
7.06E+02,0.318136825
7.04E+02,0.313116888
7.03E+02,0.308152759
7.02E+02,0.309511359
7.01E+02,0.308979089
7.00E+02,0.306675238
6.98E+02,0.3087782
6.97E+02,0.300824526
6.96E+02,0.29869679
6.95E+02,0.290917892
6.93E+02,0.283062527
6.92E+02,0.280241366
6.91E+02,0.283796088
6.90E+02,0.284061935
6.89E+02,0.289771059
6.87E+02,0.273077006
6.86E+02,0.26850964
6.85E+02,0.272989227
6.84E+02,0.263686714
6.83E+02,0.259719276
6.81E+02,0.263045405
6.80E+02,0.260412009
6.79E+02,0.269161163
6.78E+02,0.25376264
6.76E+02,0.249556166
6.75E+02,0.252243135
6.74E+02,0.244856042
6.73E+02,0.252830709
6.72E+02,0.258803164
6.70E+02,0.253550496
6.69E+02,0.254477743
6.68E+02,0.253293895
6.67E+02,0.255998858
6.65E+02,0.245576327
6.64E+02,0.244429283
6.63E+02,0.234897504
6.62E+02,0.231377573
6.61E+02,0.240379241
6.59E+02,0.238113376
6.58E+02,0.230820467
6.57E+02,0.21768762
6.56E+02,0.223783212
6.54E+02,0.211348313
6.53E+02,0.218904
6.52E+02,0.205166456
6.51E+02,0.207307379
6.50E+02,0.204890172
6.48E+02,0.198995595
6.47E+02,0.199184517
6.46E+02,0.195588619
6.45E+02,0.193049425
6.44E+02,0.190490817
6.42E+02,0.18861973
6.41E+02,0.185959817
6.40E+02,0.183547419
6.39E+02,0.177585842
6.37E+02,0.17345871
6.36E+02,0.164761971
6.35E+02,0.158347412
6.34E+02,0.160804852
6.32E+02,0.166922154
6.31E+02,0.159457704
6.30E+02,0.154827342
6.29E+02,0.151413063
6.28E+02,0.156659377
6.26E+02,0.157204339
6.25E+02,0.152479759
6.24E+02,0.154731553
6.23E+02,0.154284563
6.22E+02,0.156861888
6.20E+02,0.157571598
6.19E+02,0.156239523
6.18E+02,0.156892756
6.17E+02,0.152871803
6.15E+02,0.139734612
6.14E+02,0.132212606
6.13E+02,0.123971137
6.12E+02,0.114850414
6.11E+02,0.109822115
6.09E+02,0.107238469
6.08E+02,0.101255466
6.07E+02,0.095458785
6.06E+02,0.093963165
6.05E+02,0.0826109
6.03E+02,0.079205855
6.02E+02,0.075044495
6.01E+02,0.06574959
6.00E+02,0.065488589
5.98E+02,0.065932459
5.97E+02,0.055693998
5.96E+02,0.056508472
5.95E+02,0.054559435
5.94E+02,0.048697721
5.92E+02,0.044077783
5.91E+02,0.040918256
5.90E+02,0.037899183
5.89E+02,0.045952445
5.87E+02,0.029484019
5.86E+02,0.021238516
5.85E+02,0.01716987
5.84E+02,0.012045075
5.83E+02,0.012405245
5.81E+02,0.013785733
5.80E+02,0.005706754
5.79E+02,0.00167315
5.78E+02,-0.002257282
5.76E+02,-0.004204629
5.75E+02,-0.009920156
5.74E+02,-0.018674296
5.73E+02,-0.024095688
5.72E+02,-0.023588023
5.71E+02,-0.02342014
5.69E+02,-0.03685583
5.68E+02,0.000791432
5.67E+02,0.08226031
5.66E+02,0.079451872
5.64E+02,0.170946949
5.63E+02,0.206457514
5.62E+02,0.197968817
5.61E+02,0.194042883
5.59E+02,0.187796438
5.58E+02,0.182883221
5.57E+02,0.234145089
5.56E+02,0.202433005
5.55E+02,0.224101402
5.53E+02,0.271317582
5.52E+02,0.321165784
5.51E+02,0.325105188
5.50E+02,0.337999248
5.48E+02,0.414841035
5.47E+02,0.474077355
5.46E+02,0.463485367
5.45E+02,0.453640883
5.44E+02,0.438078537
5.42E+02,0.440709513
5.41E+02,0.448409322
5.40E+02,0.450479747
5.39E+02,0.446978848
5.37E+02,0.468226479
5.36E+02,0.494338295
5.35E+02,0.503544604
5.34E+02,0.997154757
5.33E+02,0.980737731
5.31E+02,0.971665796
5.30E+02,0.961249858
5.29E+02,0.95524361
5.28E+02,0.977096306
5.26E+02,1.001090879
5.25E+02,1.003976812
5.24E+02,1.002514222
5.23E+02,1.000155884
5.22E+02,1.021293104
5.20E+02,1.01542305
5.19E+02,1.012518766
5.18E+02,1.002800834
5.17E+02,1.004645039
5.16E+02,1.003448899
5.14E+02,1.003504046
5.13E+02,1.002658415
5.12E+02,0.995804493
5.11E+02,1.00109911
5.10E+02,0.995305225
5.08E+02,0.993072285
5.07E+02,0.980976328
5.06E+02,0.98481907
5.05E+02,0.977912277
5.03E+02,0.979663443
5.02E+02,0.957105284
5.01E+02,0.961680549
5.00E+02,0.964918164
4.98E+02,0.930806908
4.97E+02,0.492967712
4.96E+02,-0.609391266
4.95E+02,-0.769192806
4.94E+02,-0.947431094
4.92E+02,-1.053100504
4.91E+02,-1.13709462
4.90E+02,-1.217395746
4.89E+02,-1.501442038
4.88E+02,-1.687397023
4.86E+02,-2.720922171
4.85E+02,-2.4388979
4.84E+02,-1.676056262
4.83E+02,-1.375512875
4.81E+02,-1.244336857
4.80E+02,-1.171489684
4.79E+02,-1.164013385
4.78E+02,-1.082207594
4.77E+02,-1.017510634
4.75E+02,-0.969761058
4.74E+02,-0.868318473
4.73E+02,-0.866180488
4.72E+02,-0.796130623
4.70E+02,-0.778086285
4.69E+02,-0.73970985
4.68E+02,-0.708289133
4.67E+02,-0.669829825
4.66E+02,-0.661663053
4.64E+02,-0.624452152
4.63E+02,-0.600927613
4.62E+02,-0.581780437
4.61E+02,-0.566995134
4.59E+02,-0.555526589
4.58E+02,-0.538433498
4.57E+02,-0.518047411
4.56E+02,-0.494154351
4.55E+02,-0.478222196
4.53E+02,-0.468979889
4.52E+02,-0.450391724
4.51E+02,-0.443117621
4.50E+02,-0.412208356
4.49E+02,-0.407635015
4.47E+02,-0.37645797
4.46E+02,-0.353670493
4.45E+02,-0.339196162
4.44E+02,-0.320859123
4.42E+02,-0.30337927
4.41E+02,-0.289472069
4.40E+02,-0.286292364
4.39E+02,-0.276576922
4.38E+02,-0.2736211
4.36E+02,-0.265561833
4.35E+02,-0.255453948
4.34E+02,-0.254350695
4.33E+02,-0.247569157
4.32E+02,-0.238992141
4.30E+02,-0.23098215
4.29E+02,-0.228277769
4.28E+02,-0.222971113
4.27E+02,-0.213464927
4.25E+02,-0.206875811
4.24E+02,-0.198455802
4.23E+02,-0.194530203
4.22E+02,-0.189278067
4.21E+02,-0.183376689
4.19E+02,-0.174142399
4.18E+02,-0.170255529
4.17E+02,-0.160690864
4.16E+02,-0.159346801
4.14E+02,-0.158972259
4.13E+02,-0.156340365
4.12E+02,-0.146569929
4.11E+02,-0.143727086
4.10E+02,-0.137956145
4.08E+02,-0.134158174
4.07E+02,-0.132849657
4.06E+02,-0.123616154
4.05E+02,-0.119352271
4.04E+02,-0.109862623
4.02E+02,-0.108508539
4.01E+02,-0.105479634
4.00E+02,-0.100934754
3.99E+02,-0.103205958
3.97E+02,-0.102394844
3.96E+02,-0.100916838
3.95E+02,-0.095364506
3.94E+02,-0.097734706
3.93E+02,-0.100581652
3.91E+02,-0.100622441
3.90E+02,-0.096515039
3.89E+02,-0.096233475
3.88E+02,-0.087512664
3.86E+02,-0.08139298
3.85E+02,-0.079648155
3.84E+02,-0.076182035
3.83E+02,-0.067788565
3.82E+02,-0.063868343
3.80E+02,-0.061283536
3.79E+02,-0.053848357
3.78E+02,-0.04622485
3.77E+02,-0.040791317
3.75E+02,-0.03593738
3.74E+02,-0.032241807
3.73E+02,-0.024426024
3.72E+02,-0.019315116
3.71E+02,-0.012214723
3.69E+02,-0.012170905
3.68E+02,-0.00738914
3.67E+02,-0.00054773
3.66E+02,0.005849034
3.65E+02,0.01274614
3.63E+02,0.01862603
3.62E+02,0.023572608
3.61E+02,0.030908435
3.60E+02,0.034122889
3.58E+02,0.040794922
3.57E+02,0.043862313
3.56E+02,0.048537742
3.55E+02,0.052998111
3.54E+02,0.057813632
3.52E+02,0.057051496
3.51E+02,0.061944928
3.50E+02,0.065851484
3.49E+02,0.071254035
3.48E+02,0.073007872
3.46E+02,0.075591848
3.45E+02,0.077749699
3.44E+02,0.0802992
3.43E+02,0.083721862
3.41E+02,0.082984885
3.40E+02,0.084519441
3.39E+02,0.081525526
3.38E+02,0.094162506
3.37E+02,0.096408374
3.35E+02,0.100205758
3.34E+02,0.100045737
3.33E+02,0.105307467
3.32E+02,0.109373668
3.30E+02,0.114141412
3.29E+02,0.115622492
3.28E+02,0.119215296
3.27E+02,0.117468838
3.26E+02,0.117946083
3.24E+02,0.124457598
3.23E+02,0.127020848
3.22E+02,0.130132016
3.21E+02,0.131677678
3.19E+02,0.129836458
3.18E+02,0.13247134
3.17E+02,0.13207453
3.16E+02,0.132829087
3.15E+02,0.132959569
3.13E+02,0.13531842
3.12E+02,0.137057728
3.11E+02,0.137995583
3.10E+02,0.140148706
3.09E+02,0.143492886
3.07E+02,0.148016517
3.06E+02,0.152452856
3.05E+02,0.15111907
3.04E+02,0.15382736
3.02E+02,0.158062907
3.01E+02,0.159704618
3.00E+02,0.157855519
2.99E+02,0.162352883
2.98E+02,0.164547352
2.96E+02,0.165948185
2.95E+02,0.168493653
2.94E+02,0.169890352
2.93E+02,0.170096182
2.92E+02,0.172604099
2.90E+02,0.174774801
2.89E+02,0.17756449
2.88E+02,0.18141451
2.87E+02,0.180439578
2.85E+02,0.183237662
2.84E+02,0.184085835
2.83E+02,0.182146346
2.82E+02,0.186572982
2.81E+02,0.190015248
2.79E+02,0.193227592
2.78E+02,0.198878026
2.77E+02,0.203457178
2.76E+02,0.207891153
2.74E+02,0.210051385
2.73E+02,0.208976907
2.72E+02,0.210266872
2.71E+02,0.212930066
2.70E+02,0.214998472
2.68E+02,0.215201464
2.67E+02,0.21529274
2.66E+02,0.211221491
2.65E+02,0.20343108
2.64E+02,0.191044756
2.62E+02,0.181863016
2.61E+02,0.17319851
2.60E+02,0.164113035
2.59E+02,0.155708824
2.57E+02,0.148568416
2.56E+02,0.139972544
2.55E+02,0.132951255
2.54E+02,0.127536933
2.53E+02,0.121084256
2.51E+02,0.116020984
2.50E+02,0.112627118
2.49E+02,0.1098265
2.48E+02,0.107934772
2.46E+02,0.106629731
2.45E+02,0.107215398
2.44E+02,0.108240196
2.43E+02,0.108108843
2.41E+02,0.109201117
2.40E+02,0.110852228
2.39E+02,0.112571825
2.38E+02,0.113305808
2.37E+02,0.11600702
2.36E+02,0.116910118
2.34E+02,0.119588413
2.33E+02,0.121943416
2.32E+02,0.121938497
2.31E+02,0.124999208
2.29E+02,0.127877738
2.28E+02,0.128339484
2.27E+02,0.131212727
2.26E+02,0.132440928
2.24E+02,0.13510147
2.23E+02,0.134498405
2.22E+02,0.141649158
2.21E+02,0.148580754
2.20E+02,0.152304554
2.18E+02,0.156321647
2.17E+02,0.160160784
2.16E+02,0.163806968
2.15E+02,0.166621315
2.14E+02,0.169301098
2.12E+02,0.172268033
2.11E+02,0.174257566
2.10E+02,0.176870552
2.09E+02,0.179892315
